"line","YDHPL","YDHA","PLHA","DF","DPM","SW100","TSW","POM"
"AFR_298",2091.29896026593,1992.10935743949,40.0373555277999,32.8876670229847,62.5269303318297,34.3053688305099,395.143742828485,11.5302326382836
"AFR_619",1037.33626609597,789.677463606836,35.9011864768627,32.878818189318,62.5269457405924,25.1862033952381,138.836785761441,11.3086226929676
"AFR_722",1461.32024714614,1378.19592251561,42.3509186754694,32.893245534946,62.5269031383095,27.6341168865749,272.540092778864,11.6012449435439
"AFR_735",1844.35201518553,1671.97768419131,39.1908979827822,32.8868020557869,62.5267659991037,30.6045011306358,326.808851742729,11.5227616581054
"AMADEUS",2139.27318101587,2146.01348667095,42.9384107026052,32.8876855902796,62.5268509835742,21.0227913205994,439.850206730241,11.7412751014082
"BRB_191",1295.10263060647,921.47095840484,31.5629820784093,32.8760478535599,62.526963648738,29.8736909910323,150.797186035478,11.609415206203
"BRB_198",1505.19603529087,1440.18036056958,34.2325414203184,32.8816281256328,62.5269561652905,31.3440715123252,211.98994160664,11.5541382917066
"BRB_215",1794.04571985227,1604.9822566467,38.0218911487381,32.8768300946477,62.5269622398473,32.2178760343244,304.696805221987,11.5104709201071
"BRB_264",1325.97524647465,1192.45451267928,41.7904579106575,32.8821083622202,62.5269190187527,26.166021482364,236.926132010805,11.582965315492
"CAL_096",1831.64065201118,1624.66335551464,39.8742550059512,32.8896908129278,62.5268660544194,33.5181845459128,326.855462904661,11.6050480017206
"CAL_143",1374.36446534365,1198.49699818995,39.8909036359985,32.8847514166254,62.5267230837092,21.7727290258069,236.559252131051,11.9849596604476
"CMB_004",1377.31901971442,1116.46916658161,36.0966503891251,32.8770513351191,62.5268263680416,28.9245781045649,209.412413062839,11.582339475929
"CMB_006",1778.41329323024,1687.27845167419,39.5715965785916,32.8842738870868,62.5268953581112,27.8754126400529,316.82411097378,11.560477361016
"CMB_010",1732.68819839143,1374.25798176416,31.8039706433613,32.8793649928833,62.5269149461163,31.069093809037,256.243331519464,11.6501636014244
"CMB_012",1556.35177986197,1306.98787516828,36.801810158051,32.8859898061489,62.5269661095856,31.3295380135103,244.689492988536,11.5538828503858
"CMB_014",1407.06589456612,1270.44483378213,39.9071564026926,32.887860728921,62.5268603520526,27.8374063894031,237.246204396415,11.5129898118015
"CMB_016",1907.03491888464,1497.16839982253,31.4037599043615,32.8837833075881,62.5269006540758,30.5525135081791,253.093809053551,11.5861150097904
"CMB_018",2238.9748526395,1096.08812215798,26.1201886440014,32.8828790353858,62.5269044558945,32.1739608834583,186.970019731064,11.6193125201438
"CMB_025",2108.66575009354,1662.47103798643,31.4672307998213,32.8828973154397,62.5270398730524,35.4940938195508,287.478866610508,11.6749026043405
"CMB_036",1366.08157031529,1127.7380254569,34.0819300890865,32.8817932472488,62.5267758281593,30.2073193730322,186.632405834222,11.6859134755926
"CMB_043",2023.69783912496,1447.86487335888,31.2140292952465,32.8807555954491,62.5268622447848,29.6092062189349,261.263420834736,11.5553737722772
"CMB_045",1920.36331191802,1438.15773534781,28.6126904740964,32.8856925762076,62.5268760624562,36.4739428198118,231.42787979944,11.6691506801473
"CMB_050",1683.60844203906,1406.88196901225,32.5513423276484,32.8816749714293,62.5267787675932,29.7243469268125,228.059261416961,11.5657679756024
"CMB_057",1878.60226124435,1450.64603743487,30.964585277485,32.8790603795877,62.5270263594167,35.337020739805,245.289887082528,11.6001352885305
"CMB_073",1631.33881180811,1279.13201395737,35.910417219567,32.8802582630584,62.5268423227823,26.9176203475275,253.731732968481,11.5549497824721
"CMB_080",1722.05930040819,1348.81099806741,32.9407428214949,32.873147699707,62.5268600404281,25.1223401407174,245.374271516056,11.6249397779124
"CMB_095",1508.13373590139,1033.60660564916,31.2165664828063,32.8873327465373,62.5267575595644,31.2753716345429,190.859150813797,11.5765591955881
"CMB_103",1406.41015725227,1045.08845190751,28.5186611748892,32.875720742404,62.5268356833889,30.2370451327593,164.641082256448,11.4407433573767
"CMB_105",1796.98968969905,1448.27938377999,34.0725081568504,32.8787787079894,62.5269004892413,33.519272039436,250.138056069461,11.6925700229173
"COS_016",1714.71814233728,1453.43343920141,36.7061683677032,32.8792412099581,62.5267371208316,24.2128269791171,290.47471479172,11.6066506479471
"DAA_001",1589.21960785146,1413.92116259451,37.7162094348427,32.8730027401027,62.5267582322968,24.0059021112234,267.247744760636,11.6728754378078
"DAA_002",2218.89262909984,2083.81125808665,40.4053995452345,32.8821897350262,62.5269363713093,37.1988755298754,421.971402423745,11.4885172622112
"DAA_003",2316.58078825027,2183.47761826335,36.9781398787376,32.8878781510121,62.5269151846672,32.492353706653,394.40460960701,11.4734267021598
"DAA_004",1728.34541745021,1522.69985851295,38.4868394935595,32.8777276470915,62.5267578296355,28.0858941342924,297.71144246717,11.5384545837032
"DAA_005",2001.71671907102,2044.86214306992,41.6858285486264,32.8788747094895,62.5267249589723,29.8970372333655,389.416557205305,11.6303190063832
"DAA_006",2277.90039837935,2315.71667188086,41.4766893695944,32.8773984242363,62.5268176919549,27.7655281365451,457.210108598402,11.742899298234
"DAA_007",1945.94965987773,1934.64060473001,40.3953714285372,32.8745035547121,62.5267288278024,34.653060616728,365.434569237434,11.5770079423239
"DAA_008",1696.54101036465,1822.24839187015,42.2841601675719,32.8790970798198,62.5268358183822,30.004232565394,353.347575252909,11.6427793508964
"DAA_009",2180.20432890056,2056.57359994737,38.6439016256791,32.8818051907908,62.5268846411401,31.5772913907338,394.800349543796,11.6783708674655
"DAA_010",1766.68167100747,1810.72669843372,43.3419447743928,32.8837204146364,62.5267704461487,30.7817528910581,355.618389644529,11.6908431102499
"DAA_011",1644.97363244392,1601.02081329935,42.9841024981131,32.879036317116,62.5268265140703,32.7962035742899,325.673449118371,11.6531698017116
"DAA_012",2284.72865659162,2063.02745500481,39.5832891537935,32.8761817075831,62.5267879487821,33.5621615234388,426.008534163139,11.6238728244843
"DAA_013",2108.99887154193,2080.36170083328,41.5582076919133,32.8809367453002,62.5268390257596,34.7975320680802,411.932958710714,11.5778850346265
"DAA_014",2248.7970961668,2065.62636439804,37.9956349999845,32.8792070367834,62.5267910218352,36.0005131884638,407.237204753328,11.8009095827152
"DAA_015",1964.50849144838,1927.67572739755,42.4711389158071,32.8826282620127,62.5267792394657,32.4673889955278,391.786477041643,11.4910160223086
"DAA_016",2388.9652022978,2369.35863364645,41.1939503951528,32.8801481189126,62.5269498791845,30.1989075570442,469.485864441594,11.5458759400909
"DAA_018",2203.77333262743,2103.66369443833,39.0517420901965,32.8791850585937,62.5269177736459,32.6530038310012,396.99084209023,11.5937441984453
"DAA_021",1922.20367036973,1872.18879029178,41.9621102969234,32.8786054447528,62.5268506752871,37.1967608297187,377.788695827911,11.4958284715567
"DAA_024",1965.80739407508,1928.52566643444,42.666985825147,32.8805198675158,62.5268638394744,29.6915083163802,389.794728946966,11.55710783948
"DAA_027",1774.34368845751,1753.82826325281,41.1114114153762,32.8832407943056,62.5269422890314,35.3926776632481,347.210880536064,11.6348904464016
"DAA_029",1745.23922096979,1684.17830459866,39.8797977411393,32.8824843057771,62.526916780038,34.3066478726781,327.196077501342,11.8022573106461
"DAA_041",1897.94310914505,1743.80880273756,39.8155559631759,32.8763868842343,62.5268296808669,32.4152900641817,353.470217143082,11.5958065573346
"DAA_044",1926.04836402439,1823.77350620471,41.8268822363777,32.8796196029193,62.5268558232956,30.1222682077971,369.711065085051,11.4827305345239
"DAA_045",2054.30436229923,1891.03630345403,39.7460050634247,32.8796193695625,62.5268366381626,37.4094781180484,384.9124049119,11.5916801057978
"DAA_049",2064.96644201465,2092.74990661755,43.180717564422,32.8854227090479,62.5269740287775,30.3145972642748,425.604960907077,11.4853830054697
"DAA_051",1919.19177332851,1872.46231206844,42.747191346222,32.8861999433387,62.5269632296103,30.756915344077,379.809913497821,11.5822912175964
"DAA_052",1961.85294393471,1870.94850829139,41.0284717010654,32.8751816113758,62.5270380795354,35.3933890168245,376.107240184631,11.4758534556478
"DAA_059",2047.7766064428,1889.38169114773,39.591557467084,32.8776365015083,62.5269301140988,30.236295347874,379.753439466936,11.5439052863962
"DAA_060",2171.30041824677,2151.00046021921,39.4233976672861,32.8752683765273,62.5268435985458,35.4599617786545,398.18349735919,11.6821663285568
"DAA_062",2069.16797371641,2038.77980787295,40.9245717338458,32.8796678618878,62.5269206704117,33.5052913204138,401.157590617723,11.7110587612817
"DAA_065",1968.64223044904,2152.26070397288,39.8768373167171,32.8766011020727,62.5267932469704,33.4971974280166,365.346364420288,11.4367070093146
"DAA_078",2415.3102538598,2389.90517208572,41.4062999783238,32.8797781102879,62.526810420255,34.452322805307,494.360602792905,11.6525510957017
"DAA_081",2185.25120041761,1917.94215181704,34.6535247264534,32.8814076752622,62.5270215777594,33.7394798280451,346.291488707363,11.574164973794
"DAA_086",1994.85628525967,2040.84863914942,41.6486782601227,32.876851759309,62.5269228013409,29.8875983337672,387.187711696612,11.6834199744953
"DAA_091",2054.65776680321,2012.26348626173,40.4109694998234,32.8795867544662,62.5268533245916,29.6429159572787,395.086576729189,11.5214819754573
"DAA_094",2269.69378151047,2103.51040443702,40.0334598495281,32.8872192229984,62.5267588352135,33.4907906758963,431.696922266497,11.80222079409
"DAA_096",2238.86443448289,2244.68300891469,40.1321193389519,32.8799213292199,62.5267919617693,33.0368427778808,427.028532641494,11.6075099378279
"DAA_098",2275.99971627762,2238.48448151205,40.7714886471318,32.8826657753168,62.5267973050341,38.796402073821,442.860189637982,11.5336725240002
"DAA_100",2304.13090577858,2208.85747929637,40.6310229654776,32.8758559122972,62.5269891784383,38.1585931942351,443.096212441711,11.596154850524
"DAA_111",1649.45855222191,1546.67976043897,39.7857638551182,32.8802140061084,62.5269455895723,26.5356499033572,300.538001551387,12.1031938490347
"DAA_112",1725.3128151908,1653.07321789303,40.9340293337035,32.877249300042,62.5270083837156,30.9867225325074,323.218722812627,11.6157035858106
"DAA_113",1621.95140707296,1688.67619199279,42.1328950272072,32.8770258493669,62.5269933907373,32.3373903730041,320.165907077705,11.4784242542698
"DAA_114",1716.19574777655,1610.20683814484,40.8276736369351,32.8886556355052,62.5269211671236,29.0243216542323,315.303503044544,11.5013513672688
"DAA_115",1617.50576073853,1279.00712405035,34.3953973626956,32.8744627411015,62.5268288620884,27.1583937071211,240.796419730109,11.6241821638744
"DAA_116",1713.83203703906,1547.26897755998,39.6439138241414,32.8864204367614,62.5267811802286,30.0034005085259,297.044398018883,11.7244691625074
"DAA_117",1330.64192069145,1276.85404227605,43.4395815351589,32.8784456730334,62.5269187328841,24.1443085552683,248.664887166386,11.4938523514288
"DAA_118",1544.7603054672,1371.50723851712,39.7833838714291,32.8814615864208,62.5269566153997,29.0014797240347,273.855057270557,11.950850198329
"DAA_119",1806.74150401021,1883.92019652384,42.608114579572,32.8729994401507,62.5270472057958,30.8146092309707,353.068496484982,11.7891764598532
"DAA_120",1838.20007887168,1786.47934347242,39.6780514263499,32.8853138299032,62.5269284788148,31.3400845634088,342.260874390042,11.6424974760003
"DAA_121",1747.01458367929,1587.14512789667,41.0150520027677,32.8818670155449,62.526961188796,31.9814645215744,327.493515932694,11.5417637096072
"DAA_122",2402.06224919453,2339.05676616205,41.0361980347162,32.8790140731596,62.5268577246041,32.8700085061453,479.707299264023,11.487614499123
"DAA_123",2081.67590160569,2059.06432855903,37.9117362763922,32.8792776258661,62.5267976637624,29.5404148891503,365.227982516532,11.5327505657825
"DAA_124",1914.3165931645,1853.98676618783,39.7892738041372,32.8774597309283,62.5269476948043,32.1231665970089,359.522522588679,11.7682781928876
"DAA_125",2131.74945481998,1903.90442459357,35.934647019947,32.8835898862511,62.5269646477375,32.4448284804021,347.422224360814,11.697407526572
"DAA_126",1972.94148296682,1924.35119811769,40.7065959395,32.8765202045517,62.5268459255729,28.1914054564396,378.678758094771,11.6144296403857
"DAA_142",1819.5306201985,1816.72245770516,42.2850560416523,32.8835901007177,62.526981084186,34.069567061802,352.4648290877,11.7612949178591
"DAA_145",2097.07865264708,1942.63120104516,39.3398203212117,32.8821720056883,62.5269914017406,31.6902664924157,380.948403489913,11.6431436459009
"DAA_148",2278.10968639087,2159.57621902483,37.5681518623696,32.8797900448301,62.5269256547845,34.282889053919,400.29641923635,11.5312959365133
"DAA_151",1974.75193718487,1782.65551260619,39.5256450479671,32.8787484956523,62.5268594393812,36.703924817353,365.48825509519,11.5882303452263
"DAA_153",2125.42625140003,2104.49679582452,40.4480161276216,32.8755568307269,62.5267599702391,33.5017961433071,408.46366196875,11.7082114791971
"DAA_154",1946.92255781095,1846.42113457167,39.3375660379271,32.882189029761,62.5268871935176,28.8620734497548,356.743591272486,11.5168389343823
"DAA_155",1805.16408901515,1741.61853918488,42.4416769331229,32.8772344578338,62.5268502492799,30.0601391829929,353.411891857783,11.5621586239459
"DAA_159",1962.79321437806,1846.65859277974,38.2844368990964,32.8790102685006,62.5269963844575,32.8086533680218,341.282987485278,11.6546257060536
"DAA_164",1783.28910378312,1695.21564194449,41.1299583600249,32.8810511892229,62.5268413506997,36.2479076913173,346.847677540535,11.5416174472444
"DAA_166",2289.21237683648,2051.28222251057,37.2449132876759,32.8853348117031,62.5269425215401,39.1096943339123,390.855051392994,11.5209790541037
"DAA_173",1749.93167461496,1722.78690325592,43.0169641639515,32.8862909286075,62.526854539703,28.1257501316738,346.262893319275,11.5671031030247
"DAA_175",2062.39060757385,1959.33718205331,40.0864611849394,32.8835728335947,62.5269436747153,31.520732027293,384.155760441618,11.5707460871019
"DAB_049",2199.42092121888,2056.87420657886,37.5048846624207,32.879314897767,62.5267129572637,24.9420442309254,389.114297102714,11.5301963149759
"DAB_052",2147.85145922654,2113.53170228003,41.7189359171205,32.8728357491005,62.5268544962598,23.3027279482378,440.408021118011,11.6425324915462
"DAB_053",1953.51153117797,1890.26317864798,41.0508284401102,32.8744479535202,62.5269522272979,36.3379733077135,379.23475790904,11.6285123363254
"DAB_062",2099.25984104867,2109.6101602033,42.0635161769744,32.8794192937201,62.52692955198,32.0774146922556,425.067609466034,11.6289820156463
"DAB_064",2027.21398251646,1943.30701468815,41.3569700569009,32.8877325952761,62.5268169941601,32.2483816326103,389.528251274711,11.4684589318985
"DAB_065",1771.005123072,1601.97034589677,40.9110138417195,32.8819126479926,62.5269191264561,32.9470099693507,325.461831666934,11.5205030937743
"DAB_066",1818.32054605372,1733.10006534956,41.4302802700846,32.8868536810919,62.5268701724158,34.408035382941,353.179297056856,11.4848652951531
"DAB_084",1836.38085162288,1864.87396837029,44.6275384598055,32.8827165555132,62.5269175155347,25.642484047387,381.823875244141,11.7433436548703
"DAB_090",1543.46692814206,1444.81970212046,42.2438186251015,32.876687421194,62.5269182986812,23.181153439822,290.11556560953,11.8363195031026
"DAB_105",1657.79853511852,1514.83331532385,39.0041125442184,32.8758703690664,62.5269642138665,26.5499826014116,294.330063683981,11.6306974683742
"DAB_106",1958.80264139442,1803.04499365495,38.6253739017039,32.8792944132641,62.5268659895401,26.9847856287748,347.914448031232,11.5106421669175
"DAB_109",2005.68217477429,1821.28038774144,39.6691945656268,32.8843639177955,62.5269131563696,30.1145580289096,370.814817097748,11.6883796683372
"DAB_150",1897.49108877405,1810.66158401122,42.6542271185108,32.8737903184798,62.5267974220312,25.7205081816385,376.894170117307,11.8142536726294
"DAB_187",1888.96859171813,1759.40313620559,41.1877188447114,32.8921308852941,62.5267985246764,26.2252745417959,354.979759950752,11.5975565849998
"DAB_231",2461.84356482254,2268.54499681957,37.3632909448646,32.8830856931083,62.5269552235171,33.7895849925676,419.375545596418,11.909096284816
"DAB_233",1805.0042350138,1807.80219629571,43.622033324276,32.8832230148283,62.5267379730326,30.5383269119877,370.216726650721,11.5960833113273
"DAB_236",1904.63772914757,1926.26982606916,43.0738364144496,32.8802034424411,62.5268062002533,31.6244986329195,382.532886929883,11.4981407631765
"DAB_244",2027.08794787852,1971.81916758425,38.2283605995986,32.8803318617808,62.5268321964183,31.1684517657625,360.471465509855,11.5611521894741
"DAB_251",2224.75667384357,2019.93207825732,39.5372166156476,32.8797853016105,62.5269044587887,31.064874927711,410.07170958822,11.4998794710981
"DAB_252",1911.08579535796,1726.31312120095,36.7324642190391,32.8764969507693,62.5267551754063,35.061346101464,321.287818039229,11.4981237817096
"DAB_256",1950.84795315589,1895.89188865934,40.2406919506699,32.8831495405989,62.526861060004,33.9712175770394,373.347072160233,11.57692953873
"DAB_258",1998.30316668951,1595.3947102573,35.9447998760066,32.881558350236,62.5268346126943,30.0278953561265,327.087977431851,11.7304916522859
"DAB_267",1917.52361296736,1749.6526584355,38.1175798711532,32.8710762845133,62.5267516909466,32.2575551038877,322.19686668775,11.5560080961785
"DAB_277",2239.07834787046,2096.45962535623,40.0081328325275,32.8745637360805,62.5268762496479,33.2835395242809,432.053252237052,11.5703497937066
"DAB_295",2203.57219526043,2239.50158082859,41.6819236147409,32.8778978191642,62.5268763996684,33.7093153558072,437.762466687289,11.4425808603452
"DAB_302",2291.46714766085,2354.74903409573,40.6374416353161,32.8845292081261,62.5268950875647,34.7768471159106,451.855885923127,11.7367215466477
"DAB_317",2372.20672913467,2279.13149046168,35.7225764587067,32.8802851000804,62.5268707002757,30.8101808692503,371.456271522084,11.6994941755524
"DAB_344",1832.79880777328,1584.67042847042,36.8588348694177,32.8845813074525,62.5269397210457,25.6972124816517,299.228154231158,11.7018766808004
"DAB_353",1815.63439466227,1640.29513074924,40.5318167185833,32.8805697920396,62.5269209098152,26.5897053601016,330.667548972699,11.5935975713941
"DAB_366",2173.33926388156,2059.21617091329,40.0786432008762,32.8800817297748,62.5269480305312,33.2649796313317,407.894452885941,11.480631903283
"DAB_374",2088.36724120258,2073.55915416764,41.4647558097786,32.8859566337955,62.5267535048993,29.1620766238646,407.251170315996,11.6282727661908
"DAB_380",2406.60061960252,2025.7448504223,34.612718058622,32.8812920988548,62.5269274186945,32.2905950233972,386.580194669477,11.5768330146657
"DAB_384",1710.92390055629,1528.80614724778,37.9178014209597,32.8793691960708,62.5268249656871,29.6996575155206,286.682616500438,11.8214077565676
"DAB_396",2058.00612403191,2126.6618016042,41.5267480853437,32.8741630176718,62.5269559597134,31.1737859583758,409.09274791289,11.5902222033251
"DAB_398",2107.39884715697,2005.87141304882,41.3942847489646,32.8815291899194,62.5270002280356,30.122795947079,412.929573616834,11.5620126081218
"DAB_402",2179.0744104956,2026.72262762152,38.7350646915745,32.8794631874741,62.5269329340487,34.7123207347732,396.111799464704,11.5595252610257
"DAB_441",2229.6764169338,2287.55206868718,42.902192744546,32.87476949188,62.526861223177,30.0946676910004,460.559338017976,11.5448680127352
"DAB_489",2160.39556211814,2263.95379245882,43.7754262735309,32.8799996563372,62.5269423887111,31.3789275046799,463.745972016948,11.6545585361245
"DAB_494",2121.28430456322,2049.14808066888,42.6685248819168,32.8782518222074,62.5271021001008,32.4435378382602,420.458719933721,11.635480414553
"DAB_514",2219.27544384279,2157.72031969638,41.7363631248194,32.8786464338573,62.5269463163558,32.6069079232644,438.190536841621,11.510682282233
"DAB_520",2131.29599510531,1914.25351747689,39.076978529606,32.8809930991677,62.5266907096365,32.7211464496896,386.294980470724,11.7298271176946
"DAB_525",2186.85291079962,2165.82544790042,42.1290732899166,32.8846364446187,62.5270825903716,29.4932038758565,442.188184358065,11.4714260284187
"DAB_528",2101.44770970048,1680.54120796393,32.9671543209508,32.8814637570611,62.526943404024,28.1091936625396,296.424898110113,11.5903423787125
"DAB_534",2183.38900229086,2092.92562975871,39.7279385383912,32.8760919652374,62.5270248140774,33.3228373640323,411.403658729233,11.5815730792174
"DAB_541",2337.61715732822,2251.32382803451,39.8338470180917,32.884325542342,62.52691268667,31.512663263158,444.153875334972,11.7165449107401
"DAB_545",2097.29158350804,2092.91916352212,42.836494469605,32.878977685182,62.5269739412426,31.7080835909117,430.816220376873,11.7066347346709
"DAB_549",2071.98431555905,1927.97251318435,39.1139139967688,32.8794502149535,62.5268494531325,30.5989379273177,386.223386871955,11.5605788124954
"DAB_555",2073.89136380643,2179.88226212904,42.3233099761007,32.8877197218201,62.5268895335119,30.806957299618,424.434805283983,11.7694355382133
"DAB_568",2150.75213736414,2054.87965964069,40.6662335264845,32.8858812947035,62.5270020149321,33.9836089939914,411.612168736055,11.5532857676208
"DAB_569",1969.22725458678,1791.62143325326,40.5464733995908,32.8950083393815,62.5269593015492,32.9524452105406,371.35994499213,11.5769989363152
"DAB_570",1650.26563649806,1443.56985568817,39.055298324553,32.8827902010774,62.5268403773911,31.1327246630275,287.493997158792,11.5224062172949
"DAB_571",1857.02656014795,1848.19648581348,43.7908471323862,32.8808777759563,62.5269008003462,36.959642173643,368.797169281993,11.6592147587815
"DAB_572",1570.45064825239,1471.5318274964,42.1673054435407,32.8789378176286,62.5269454543318,29.4577333996944,302.615981345644,11.8248280532829
"DAB_573",1540.91329029864,1481.85479471756,43.4335569322144,32.8836276819482,62.5267740506223,30.002970075215,294.917315317009,11.4558580659372
"DAB_574",1592.13434609632,1541.15990724212,43.8433253868912,32.8836366974478,62.5269745951695,31.1716594613034,306.467102277596,11.5079708634988
"DAB_575",1515.70631498352,1399.04543637443,43.1772294731821,32.8791963437292,62.5268403153697,27.5285482354215,283.598379630189,11.5835277799674
"DAB_576",1787.97289855188,1897.37893020337,44.8236377184437,32.8807813121123,62.5269357605375,36.3215657111181,374.172247843734,11.5062749704706
"DAB_577",2039.88920690832,1990.87173772192,42.3307508819401,32.8734049391809,62.5268589110439,34.9201798898184,407.466986330952,11.5868533050089
"DAB_578",1483.3052205881,1365.82166082778,40.9143327712545,32.8788939816139,62.5268906394935,25.5046013730566,262.249094381998,11.711279109649
"DAB_579",1718.73317878674,1616.25646681376,42.4478086236412,32.8884194002556,62.5268381620715,31.0602576506166,325.296372609333,11.5543279524207
"DAB_580",1703.0507668844,1583.2310634586,42.7985091670706,32.8836046780425,62.5267965007504,30.3229314133216,318.070304215997,11.630691737927
"DAB_581",1767.26566595034,1601.66186429025,39.7347000545841,32.8793424707476,62.5268269465967,31.1739606463145,319.818681969941,11.6471414503985
"DAB_583",1900.31272017037,1785.45953352399,40.8541334605411,32.8771746850893,62.5269267044908,33.0197589545898,349.920724642536,11.6065184867068
"DAB_584",1878.20144533098,1898.22541061494,37.7637017992015,32.8824593462276,62.5269128545911,29.8801071333257,321.244605849014,11.5695071803344
"DAB_585",1470.51221685992,1364.82427657438,41.3190931813451,32.8859785856159,62.5268626577069,29.2605592591625,272.045891820327,11.7125034430252
"DAB_586",1894.08318751478,1709.29730779299,39.303313404797,32.8821817531398,62.526947482462,27.1175251941594,343.378752126324,11.7052962242827
"DAB_587",1852.75808195404,1766.92585714343,41.492891197515,32.880544927477,62.5268544167101,30.1675450863089,361.416203858223,11.7089846397295
"DAB_588",1887.9138739312,1776.73199354854,41.0479690787081,32.8779874705635,62.5267362378572,25.1581131211853,366.594732884908,11.9828084807486
"DAB_589",1728.11697526458,1565.34385963852,40.7331292703657,32.8764930310238,62.5268214606279,28.5959052554722,320.963281178493,11.7778179122868
"DAB_591",2099.87712255998,1984.27406279443,39.1873193269654,32.8783004317803,62.5269022374385,29.1798518451004,381.622566152616,11.5452209047237
"DAB_592",2123.18958037138,1961.2350888229,37.7628426851034,32.8826447735353,62.5269935749457,29.6747954317917,373.749837750095,11.6798873551748
"DAB_593",1942.00222086234,1837.0755438042,41.1241818834757,32.8780376835684,62.5267551898718,32.7830116370869,377.343489311035,11.6215701976012
"DAB_594",1828.97514940657,1580.66811729392,38.3945123639953,32.8812004699381,62.5267957569488,31.0629051018516,317.326160590972,11.643822205738
"DAB_596",2131.86045158581,2039.4032369932,40.5022257369346,32.8766562494461,62.526813719933,32.2446363166862,412.575731075241,11.5743355332088
"DAB_597",2291.13369534668,2078.68363793458,38.9403146453648,32.8770529350088,62.5268550782491,31.100064870184,424.615741278838,11.5073476300788
"DAB_598",2094.28999093061,1886.28316832485,38.9729715242538,32.8788475973784,62.5268623406875,32.3432350019426,379.417511576291,11.4840323814839
"DAB_600",2239.59894744562,1936.16236491003,36.3334425318406,32.8816773808584,62.5269922710252,38.960217274368,382.577409011507,11.6029078314858
"DAB_602",1978.60791736698,1785.72726238946,39.6802427182601,32.8743609332518,62.5268950867405,31.564081844983,361.059426650732,11.605816307297
"DAB_603",1598.84315703642,1501.154365254,42.9687301808007,32.8891914920361,62.5267735177072,25.3581899377037,307.287366597527,11.5946269289467
"DAB_604",1956.38456785702,1965.14462667881,42.8892207686715,32.8805687926984,62.5269430652913,33.1061039031959,395.29239750622,11.512412192873
