"line","YDHPL","YDHA","PLHA","DF","DPM","SW100","TSW","POM"
"ACC_026",731.667264177203,909.79537552815,44.980282958875,32.7476986369831,61.6306859592021,27.1761910259663,150.82382308101,8.99458817756721
"ACC_027",759.382598267716,864.212870616503,43.8740276805981,33.2878069055444,64.4213699015788,30.5401149837901,159.76607591985,8.84995028020269
"ACC_028",832.422910425049,1064.0341844133,43.309862413209,31.241114496976,61.30816702207,25.8842471339914,191.040083406085,7.95288300967621
"ACC_029",1150.76364319912,867.745785973774,44.3924268694939,30.3856686791085,57.1780982442771,27.6388948682782,208.886947645663,9.55563726413931
"ACC_030",688.035638891483,799.392324493003,47.5832409089827,33.9939392915381,62.2509565607379,29.1582245437664,160.088257450927,9.44062929631694
"ACC_031",707.795884457259,815.030851090962,47.7687404405444,32.760081499714,62.6017760324338,30.3168393791238,184.459239260157,7.82970279593028
"AFR_298",762.867051735218,987.224810995328,41.0328020025427,31.9483794020417,61.2455159245365,31.785929679194,153.743125049405,8.90004696292089
"AFR_612",567.993359026072,698.202551408799,38.5936482821765,35.6898886711961,70.0466889359955,18.1949744837897,109.671702976147,5.26890559176548
"AFR_619",664.368473095691,848.935731569676,45.6555939528611,35.4053543072472,62.6315067052762,22.7999681664102,172.539824738228,7.78345519248491
"AFR_708",NA,NA,NA,NA,NA,NA,NA,NA
"AFR_722",907.671769436749,1025.50415723884,42.9555475898661,33.6984529687874,62.2648539294023,28.375250635897,194.449841933793,9.18967748506523
"AFR_735",792.04363938144,997.345561747977,40.1944699283473,32.6931857657629,60.4187808820422,25.9259976840456,157.473340079229,7.89364748007113
"ALB_252",676.187227877053,862.718375262394,45.8477534713647,36.6104617536898,66.5635450009543,21.4290724668737,175.341635069249,8.33475424951465
"ALB_252-01",957.838087375334,1187.34680026654,46.7537060717715,39.3156197670534,69.9857503977087,20.4396463096997,225.256678796335,10.9036378145944
"ALB_252-02",709.192809935168,807.563161245615,58.2280643895433,39.0764577795445,64.5191375500514,18.0994202608973,228.08977524534,9.39717788375254
"ALB_252-03",812.60677913339,927.865391451881,53.0678333566363,37.652806125105,63.9389250875902,20.1946838156907,218.979915849631,10.1821980002762
"ALB_252-04",1075.49581448034,1268.52658678705,52.8211536079517,36.2770356179618,61.4867117873881,21.2105128104483,315.19798097319,10.4643990707248
"ALB_252-05",803.779891858142,946.789362225503,44.5026976208683,36.0866955474191,67.9354727713997,24.5131017404486,190.451854437865,8.840912354756
"ALB_252-06",1078.899551354,1212.12352185371,47.1410417787587,38.571875898856,69.0939336918508,22.1292456113195,262.279532337486,10.0445984115769
"ALB_252-07",972.756810926852,1094.58789856793,58.8580219784528,37.6531729712827,65.5941227309815,20.9863019112454,333.74181129431,10.8603569592873
"ALB_252-08",1075.57381466991,1240.80430953288,45.1437849168129,36.3039672591741,62.079085573142,20.7090864565175,244.400523948526,10.1786350389216
"ALB_252-09",1159.2195291377,1436.78146703364,51.9391150734124,36.3330688253297,64.0140657512044,20.0883463594011,345.733385923371,10.6256337845554
"ALB_252-10",782.769837147927,916.641012747414,52.5126855664468,36.3088956710897,63.1276331656733,18.8975315586487,250.9255864554,8.73121523858504
"ALB_252-11",938.867911583139,1189.62803729335,52.1497464282624,36.6831819549003,64.4373820234233,21.3213620180914,285.515036448734,9.75756076941115
"ALB_252-12",789.013522796674,869.091734750005,43.2743774647017,35.9984075289233,67.7220521047246,22.0182595647899,166.172887171741,8.76581969670965
"ALB_252-13",878.792962056742,1076.42388443435,45.1614775762188,38.1601543523828,66.8816888403995,23.5923845983006,208.038587973285,7.81360987528575
"ALB_252-14",894.183404694283,992.758299467665,48.2209426764093,38.6500399005337,65.1935378465822,22.3416910331492,235.391490616128,9.85849275881922
"AMADEUS",NA,NA,NA,NA,NA,NA,NA,NA
"AND_277",NA,NA,NA,NA,NA,NA,NA,NA
"BAT_477",NA,NA,NA,NA,NA,NA,NA,NA
"BFS_010",1100.71731776171,1370.27388788717,48.4506147420659,33.0685546326449,57.6636201707127,19.9980007654674,273.682633431229,11.4023736628542
"BFS_014",817.765405113593,916.359137490635,53.4237172259418,34.0670827860618,59.6216095221695,25.4459608207907,242.66642133834,10.5947026680894
"BFS_029",1088.79154132755,1272.90939389696,54.1579493793757,31.6555137170432,57.13831421455,21.138043449933,341.357438993617,10.9932811091455
"BFS_032",964.028794737476,1172.49928874278,49.8674928455509,31.9697304385675,55.8064497658459,21.668187496124,258.87347883015,10.7371155721665
"BFS_039",1003.23372995364,1243.48878509833,53.9557569953884,33.3513264254547,59.7889814287729,20.2552924821729,315.620058527902,10.6739527997434
"BFS_067",1050.90871056157,1190.56501106766,45.3786875599009,36.7852587541239,61.5311033045173,21.0413379977424,232.534551620037,10.4283942273828
"BFS_079",930.712379573251,1147.91820346468,49.7269535093204,33.2141668944838,58.8366692017732,21.2647964305653,255.197760502585,10.2879891351027
"BFS_081",934.429762199493,1066.93567946311,52.0483573948618,32.1761314146454,57.3419708225978,18.9331232763341,270.434605803167,11.1573908675103
"BFS_084",768.078565515608,1051.35611796239,50.3418355226204,32.431781305886,56.9712865327143,20.8462183025278,217.157595074208,10.6264985300783
"BFS_085",848.620224384941,967.928317484019,56.863115173931,33.2761645907641,59.2481088091697,22.1766506368142,280.70064422697,10.7506545901698
"BFS_089",810.937999758181,931.024919525241,51.8850215863349,35.4771874643545,60.1100131951836,22.1232657784885,243.403407331456,10.4483729414341
"BFS_095",1000.81834079934,1104.53226614857,44.9791047721346,36.2699757546649,61.6480720065507,19.4958454868537,233.207261003308,10.4380046965984
"BFS_101",959.027536313076,1269.24659075845,53.597543919736,32.2741171917917,55.5081809841384,18.7589822456361,291.758335017267,10.1317029988921
"BFS_103",758.833166039631,939.299621025667,56.6419193409606,32.7187666312214,57.5812917159106,20.7488465334937,235.920128872484,10.3004608976995
"BFS_112",925.623501727118,1045.39070879216,51.2163880747241,34.5105580384757,62.7749362979,24.0992286353554,274.811518447623,10.7440615353735
"BFS_121",865.180879203375,1101.23094578021,56.2887252330973,32.3755843977709,59.4124176952067,19.2755000757196,283.888787518115,11.1419654516927
"BFS_124",1208.04815681833,1311.55294623929,44.7579333023612,32.5896384991413,59.7510650647215,23.2052806976342,260.867284416597,11.0188028021442
"BFS_125",920.293308745477,1100.28251582724,44.548450038527,34.7060338757192,62.2780291375315,21.9040216006539,210.880285593114,9.55164518344548
"BFS_129",1025.98987534556,1213.87786602967,51.2457572968573,32.5499620941775,58.4563748021749,24.9084509926215,283.968211204276,11.5337737070126
"BFS_140",911.304480463441,1114.97967902226,50.8840645626849,33.5786093510987,58.7448843772268,22.1177189684435,258.379322899222,10.6581871795575
"BFS_141",941.934593833252,1116.08468254063,44.9269844824054,35.1139238013187,64.9460968175789,21.6314689356409,222.914345876852,10.8151918042561
"BFS_142",1015.53498544029,1322.27433886866,53.952810753747,32.215923944552,58.190646939625,21.6193407606647,289.587547653013,10.5375813401463
"BFS_143",1105.60919156099,1396.62104321967,55.4854734739998,32.6133634085356,62.5840873329944,20.5830598118596,360.830778111294,11.4909953942581
"BNA_001",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_002",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_003",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_004",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_005",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_006",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_007",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_008",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_009",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_010",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_011",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_012",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_013",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_014",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_015",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_016",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_017",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_018",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_019",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_020",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_021",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_022",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_023",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_024",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_025",NA,NA,NA,NA,NA,NA,NA,NA
"BNA_026",NA,NA,NA,NA,NA,NA,NA,NA
"BRB_189",692.022934088001,815.673172092602,45.253433287779,30.0527105552721,56.7488864663587,23.2870889595357,162.728447658735,8.19587975507799
"BRB_191",513.591437895997,599.917449370044,47.7668204784129,35.8846657019154,65.6469874306824,19.3718921811137,131.949992202151,6.92934778127709
"BRB_193",698.837371304359,759.051632296717,43.425735494007,30.515864704062,60.6541327437644,23.107484416848,133.789260053787,8.63144343098663
"BRB_198",658.288858727964,864.320586660321,44.2486497845044,35.2169278872106,65.7205674893364,30.7353203512494,152.489424742751,7.69685794923204
"BRB_215",710.399041756687,914.649777769683,39.783608889366,30.0416391141532,64.2782560408768,21.0317361152427,142.643209680862,6.73126536231289
"BRB_264",818.728509692813,1034.26318636264,45.8234027336954,29.9429373891864,57.8119441376232,21.3856610439212,199.793928683566,8.86146119883951
"CAL_096",766.125961262725,961.838250059171,42.5050867147146,30.824294491251,60.8011233017952,31.8446247959744,184.826964514314,7.25644351433505
"CAL_143",744.369229694783,999.611192275859,47.3495770668019,32.514039851342,62.9360883557541,26.3851822794572,189.371545246287,9.21774614696236
"CMB_004",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_006",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_010",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_012",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_014",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_016",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_018",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_025",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_036",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_043",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_045",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_050",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_057",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_073",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_080",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_095",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_103",NA,NA,NA,NA,NA,NA,NA,NA
"CMB_105",NA,NA,NA,NA,NA,NA,NA,NA
"COS_016",791.061386083703,945.26971268457,46.2127569911433,32.231713680229,56.4161706325262,23.7104431117295,210.029536831775,8.25258903617784
"DAA_001",797.132568181951,956.523627893252,44.9300347300731,30.2825003437261,57.5280933136553,24.4932022615824,173.882070348924,9.25731202192025
"DAA_002",818.633147002732,970.604251428125,45.9345700403527,30.1761093319741,61.3477162174723,29.3410116487463,200.095667235126,9.51072914753781
"DAA_003",891.403234178404,1106.54570127526,47.0813824489044,30.8245819437228,57.1867580053943,26.6734254855521,203.439378454798,10.302489713129
"DAA_004",805.490805296925,1016.87042467585,47.2426087987139,30.6295843638651,59.8947925523411,25.3833467427527,206.547882104422,9.99320175700099
"DAA_005",831.4199777174,1072.52703397314,51.4416012244074,31.6446158051214,59.0600367680216,29.9440778906568,244.225034027598,10.1156411982076
"DAA_006",906.135297750819,1058.35822538483,48.1595649389175,32.0487050476042,59.3422926816732,27.7801721734566,228.506962395806,9.99033896650215
"DAA_007",967.468750078378,1207.3420809504,45.6135445376361,32.9295953947966,60.6511465614383,28.4498442373728,221.972929324829,10.0841847527389
"DAA_008",779.573446770868,884.08834780855,48.2754042244188,31.5481511518037,59.964503180295,29.7314385938792,198.567816996358,9.07342809332315
"DAA_009",834.334339245827,946.170776610756,49.900554866199,29.6945606557491,57.3312370964556,27.3553531011614,234.356570394879,8.91650923742168
"DAA_010",889.877520848413,1055.97816250571,53.3659563874627,33.3716711602263,61.9578495320351,28.6811632792821,253.835523815907,10.0704373423574
"DAA_011",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_012",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_013",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_014",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_015",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_016",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_017",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_018",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_019",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_020",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_021",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_022",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_023",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_024",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_025",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_026",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_027",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_028",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_029",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_030",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_031",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_032",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_033",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_034",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_035",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_036",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_037",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_038",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_039",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_040",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_041",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_042",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_043",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_044",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_045",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_046",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_047",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_048",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_049",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_050",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_051",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_052",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_053",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_054",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_055",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_056",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_057",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_058",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_059",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_060",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_061",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_062",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_063",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_064",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_065",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_066",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_067",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_068",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_069",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_070",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_071",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_072",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_073",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_074",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_075",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_076",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_077",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_078",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_079",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_080",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_081",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_082",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_083",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_084",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_085",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_086",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_087",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_088",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_089",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_090",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_091",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_092",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_093",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_094",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_095",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_096",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_097",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_098",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_099",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_100",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_101",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_102",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_103",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_104",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_105",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_106",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_107",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_108",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_109",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_110",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_111",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_112",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_113",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_114",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_115",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_116",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_117",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_118",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_119",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_120",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_121",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_122",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_123",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_124",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_125",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_126",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_127",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_128",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_129",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_130",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_131",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_132",NA,NA,NA,NA,NA,NA,NA,NA
"DAA_133",NA,NA,NA,NA,NA,NA,NA,NA
